item_id,priced_days,volume_days,trailing_60d_total_val,trailing_60d_avg_daily_val,eligible,exclusion_reason,rank,selected,weighting_basis_sqrt_val,rebalance_date,item_name
440,60,60,27214731106,453578851.76666665,True,,621.0,False,21297.390726722057,2026-03-02,Iron ore
442,60,60,10880765398,181346089.96666667,True,,841.0,False,13466.480236745854,2026-03-02,Silver ore
444,60,60,109809226853,1830153780.8833334,True,,319.0,False,42780.29664323675,2026-03-02,Gold ore
447,60,60,27311590160,455193169.3333333,True,,617.0,False,21335.256486232673,2026-03-02,Mithril ore
449,60,60,138759799701,2312663328.35,True,,267.0,False,48090.158331513114,2026-03-02,Adamantite ore
451,60,60,837815680154,13963594669.233334,True,,92.0,True,118167.65491975092,2026-03-02,Runite ore
453,60,60,398209645022,6636827417.033334,True,,149.0,False,81466.72582737896,2026-03-02,Coal
464,60,60,100832448,1680540.8,True,,2416.0,False,1296.35674102463,2026-03-02,Strange fruit
526,60,60,744443045,12407384.083333334,True,,1663.0,False,3522.411685668405,2026-03-02,Bones
528,60,60,14011425,233523.75,True,,3205.0,False,483.24295131952005,2026-03-02,Burnt bones
530,60,60,53111957,885199.2833333333,True,,2673.0,False,940.8502980460459,2026-03-02,Bat bones
532,60,60,7594449523,126574158.71666667,True,,938.0,False,11250.518153252617,2026-03-02,Big bones
534,60,60,3491808372,58196806.2,True,,1161.0,False,7628.683123580374,2026-03-02,Babydragon bones
536,60,60,500403564302,8340059405.033334,True,,132.0,False,91323.92569876381,2026-03-02,Dragon bones
538,60,60,6298867,104981.11666666667,True,,3511.0,False,324.0078959943209,2026-03-02,Druid's robe
540,60,60,30469142,507819.0333333333,True,,2902.0,False,712.6142247621312,2026-03-02,Druid's robe top
542,60,60,330663971,5511066.183333334,True,,1968.0,False,2347.566012561379,2026-03-02,Monk's robe
544,60,60,545573886,9092898.1,True,,1782.0,False,3015.44326758107,2026-03-02,Monk's robe top
546,60,60,9371700,156195.0,True,,3378.0,False,395.2151312892764,2026-03-02,Shade robe top
548,60,60,6956783,115946.38333333333,True,,3476.0,False,340.50900624408354,2026-03-02,Shade robe
554,60,60,22828367621,380472793.68333334,True,,667.0,False,19505.71182201084,2026-03-02,Fire rune
555,60,60,15048410231,250806837.18333334,True,,771.0,False,15836.88218000416,2026-03-02,Water rune
556,60,60,25066095855,417768264.25,True,,646.0,False,20439.380231553012,2026-03-02,Air rune
557,60,60,10342686685,172378111.41666666,True,,855.0,False,13129.284497514198,2026-03-02,Earth rune
558,60,60,3211840540,53530675.666666664,True,,1189.0,False,7316.466064068545,2026-03-02,Mind rune
559,60,60,841788003,14029800.05,True,,1626.0,False,3745.6374691098977,2026-03-02,Body rune
560,60,60,449670274696,7494504578.266666,True,,141.0,False,86570.80673221583,2026-03-02,Death rune
561,60,60,170274626320,2837910438.6666665,True,,242.0,False,53272.04181056576,2026-03-02,Nature rune
